Vehicle,Sold,Delivered,Trim,Stock Number,Pricing,Msrp,Mileage,Leads,Last lead,Deals,Age
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9339316,81925.0,81925.0,468,1,01/23/2026 00:07:48 +00:00,0,106
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9342512,74675.0,74675.0,5,3,04/30/2026 19:26:29 +00:00,1,106
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9338858,79550.0,79550.0,5,1,04/13/2026 20:05:34 +00:00,2,106
2026 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9341477,91580.0000,91580.0000,5,0,,3,106
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9335853,55880.0000,55880.0000,5,1,03/31/2026 20:47:34 +00:00,5,106
2026 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9341148,91580.0,91580.0,5,6,05/05/2026 02:38:56 +00:00,8,106
2026 Bentley Continental GT,No,No,Core,RC026927,330695.0,330695.0,52,0,,0,107
2025 Rolls-Royce Spectre,No,No,Coupe,RU234233A,419990.0,419990.0,1704,0,,0,107
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9337485,77900.0,77900.0,13,0,,0,109
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9333416,82175.0000,82175.0000,15,0,,1,109
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9335581,79425.0000,79425.0000,5,1,03/16/2026 12:40:53 +00:00,1,109
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9337515,77900.0,77900.0,5,0,,1,109
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9336538,77900.0000,77900.0000,8,0,,0,112
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9335270,79425.0000,79425.0000,5,0,,0,112
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9332134,81275.0,81275.0,9,1,01/16/2026 06:00:46 +00:00,0,114
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9330428,82125.0000,82125.0000,8,0,,0,114
2025 Land Rover Range Rover,No,No,P550e SE SWB,BCW63958B,109791.0,109791.0,12288,6,05/01/2026 23:08:07 +00:00,4,116
2026 MINI Convertible,No,No,Cooper S FWD,M2Y38236,44290.0,44290.0,5,0,,0,119
2026 BMW 3 Series,No,No,330i Sedan,BFV96866,49950.0,49950.0,7,0,,0,121
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5521691,47490.0000,47490.0000,15,0,,0,121
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9315320,57160.0000,57160.0000,15,0,,0,121
2026 BMW 5 Series,No,No,530i Sedan,BCX08905,65690.0,65690.0,7,0,,0,121
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9329505,80775.0000,80775.0000,8,0,,0,121
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9312349,78725.0000,78725.0000,464,0,,0,121
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9325829,75900.0,75900.0,6,0,,0,121
2026 BMW 5 Series,No,No,530i Sedan,BCW99175,68675.0000,68675.0000,8,0,,0,121
2026 BMW 5 Series,No,No,530i Sedan,BCW97856,63725.0000,63725.0000,8,0,,0,121
2026 MINI Hardtop 2 Door,No,No,Cooper S FWD,M2Y04733,37275.0000,37275.0000,5,0,,1,121
2026 BMW 4 Series,No,No,430i Coupe,BCX08160,63575.0000,63575.0000,10,0,,1,121
2026 BMW 8 Series,No,No,840i Convertible,BCX07871,110825.0000,110825.0000,6,0,,1,121
2026 MINI Convertible,No,No,Cooper S FWD,M2Y04512,43925.0,43925.0,8,1,03/24/2026 21:30:10 +00:00,1,121
2026 BMW 8 Series,No,No,840i Convertible,BCX05772,110545.0000,110545.0000,8,2,04/19/2026 12:49:14 +00:00,2,121
2026 BMW 5 Series,No,No,530i Sedan,BCW88826,61575.0,61575.0,9,4,03/25/2026 13:53:39 +00:00,3,121
2026 MINI Convertible,No,No,Cooper FWD,M2Y08653,40040.0,40040.0,9,3,04/25/2026 18:54:07 +00:00,4,121
2024 Ferrari SF90 Spider,No,No,Convertible,RU233727A,579000.0,579000.0,1827,2,02/23/2026 20:19:10 +00:00,1,124
2026 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9382332,97130.0000,97130.0000,5,0,,5,125
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9380903,102625.0,102625.0,5,0,,1,126
2026 MINI Hardtop 2 Door,No,No,Cooper S FWD,M2Y12446,40525.0000,40525.0000,8,0,,0,126
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9381864,62250.0,62250.0,7,1,04/18/2026 15:15:42 +00:00,0,126
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5606016,49330.0,49330.0,10,0,,0,126
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9360318,80550.0000,80550.0000,5,1,03/24/2026 18:46:04 +00:00,1,126
2026 BMW 3 Series,No,No,330i NA Sedan,B8G12773,52190.0,52190.0,5,0,,2,126
2026 MINI Hardtop 2 Door,No,No,Cooper S FWD,M2Y07597,38140.0000,38140.0000,9,2,04/23/2026 23:57:27 +00:00,4,126
2026 MINI Hardtop 2 Door,No,No,Cooper S FWD,M2Y08175,38440.0,38440.0,5,0,,0,127
2020 Rolls-Royce Cullinan,No,No,Sport Utility,RU231590B,265054.0000,265054.0000,18978,0,,0,127
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2Y07214,38875.0,38875.0,7,0,,1,127
2026 MINI Convertible,No,No,Cooper S FWD,M2X97489,42490.0,42490.0,5,0,,2,128
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9319320,78925.0,78925.0,5,0,,0,133
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9314243,78850.0,78850.0,4,1,03/22/2026 15:10:30 +00:00,2,133
2025 Bentley Bentayga,No,No,S AWD,RU233916A,241516.0,241516.0,9486,0,,2,133
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9320145,78450.0000,78450.0000,4,2,03/21/2026 09:00:50 +00:00,2,133
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2X98217,38025.0,38025.0,11,3,04/17/2026 16:55:18 +00:00,0,134
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9323361,78475.0000,78475.0000,5,0,,1,134
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9323330,74775.0,74775.0,6165,5,03/29/2026 18:14:58 +00:00,4,134
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9318003,54885.0000,54885.0000,108,2,03/20/2026 12:44:34 +00:00,5,134
2026 BMW 5 Series,Yes,Yes,530i Sedan,BCW95315,68850.0,68850.0,17,2,05/05/2026 18:19:29 +00:00,1,135
2026 BMW 5 Series,No,No,530i Sedan,BCW88379,61950.0,61950.0,10,4,04/28/2026 01:03:54 +00:00,1,135
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5506636,46265.0,46265.0,7,5,04/18/2026 16:16:07 +00:00,2,135
2026 BMW 4 Series,No,No,430i Gran Coupe,BFW12039,55850.0,55850.0,7,5,04/30/2026 18:10:49 +00:00,4,135
2026 BMW 7 Series,No,No,760i xDrive Sedan,BCW80368,130255.0,130255.0,7,3,05/05/2026 12:20:38 +00:00,4,135
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9322788,78475.0,78475.0,10,2,01/24/2026 15:09:17 +00:00,0,137
2026 BMW 5 Series,No,No,530i Sedan,BCW89113,62750.0,62750.0,45,2,03/16/2026 18:20:05 +00:00,0,137
2026 BMW 8 Series,No,No,840i Convertible,BCW94667,107500.0,107500.0,7,2,04/26/2026 21:59:48 +00:00,2,137
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9321962,73475.0,73475.0,6,5,05/03/2026 22:57:42 +00:00,4,137
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2X98198,38390.0000,38390.0000,8,0,,0,139
2026 BMW 3 Series,No,No,330i NA Sedan,B8G07632,50000.0,50000.0,7,1,12/24/2025 14:31:23 +00:00,0,139
2026 BMW 3 Series,No,No,330i NA Sedan,B8G09684,52440.0000,52440.0000,7,0,,0,139
2026 BMW 2 Series,No,No,230i Coupe,B8G12712,49330.0000,49330.0000,8,0,,0,139
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5506351,47480.0000,47480.0000,10,0,,0,139
2026 MINI Convertible,No,No,Cooper S FWD,M2Y01392,44090.0,44090.0,8,1,04/23/2026 19:34:08 +00:00,1,139
2026 MINI Convertible,No,No,Cooper S FWD,M2Y00837,43475.0000,43475.0000,7,2,04/10/2026 07:30:27 +00:00,5,139
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5512672,47315.0000,47315.0000,35818,0,,0,140
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9310105,76450.0,76450.0,8,1,03/14/2026 23:12:18 +00:00,0,142
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9316446,78450.0000,78450.0000,6,0,,0,142
2024 Rolls-Royce Cullinan,No,No,Black Badge Sport Utility,RU233760A,391099.0,391099.0,7580,0,,1,142
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9311738,77725.0,77725.0,8,1,04/08/2026 17:21:56 +00:00,1,145
2026 BMW X5,No,No,xDrive50e Plug-In Hybrid,B9304581,84450.0000,84450.0000,9,2,04/28/2026 16:09:29 +00:00,2,145
2026 Bentley Continental GT,No,No,Azure,RC026770,385935.0000,385935.0000,110,3,04/30/2026 12:11:41 +00:00,4,145
2026 BMW X7,No,No,xDrive40i Sports Activity Vehicle,B9309611,95775.0,95775.0,7,10,04/17/2026 17:35:58 +00:00,5,145
2026 BMW 5 Series,No,No,530i Sedan,BCW93587,70350.0,70350.0,17,2,05/04/2026 20:22:51 +00:00,1,146
2026 BMW 3 Series,No,No,330i Sedan,BFV97857,57325.0,57325.0,661,3,02/08/2026 16:43:03 +00:00,0,147
2026 BMW 8 Series,No,No,840i Convertible,BCW89158,108650.0000,108650.0000,8,0,,1,147
2026 BMW 5 Series,No,No,530i Sedan,BCW89021,63250.0000,63250.0000,9,0,,0,148
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5509779,47955.0,47955.0,7,4,04/08/2026 06:37:07 +00:00,2,148
2026 BMW 3 Series,No,No,330i Sedan,BFV96947,50425.0000,50425.0000,2554,2,04/17/2026 20:42:47 +00:00,2,148
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9302970,76975.0000,76975.0000,7,0,,0,149
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9290621,53005.0000,53005.0000,6,0,,0,149
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9305876,79050.0,79050.0,1703,0,,0,149
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9294226,53605.0000,53605.0000,8,0,,0,149
2026 BMW 4 Series,No,No,430i Coupe,BCW89200,59025.0,59025.0,8,0,,0,149
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9303152,77975.0,77975.0,6,1,12/23/2025 19:40:01 +00:00,0,149
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9305593,80350.0,80350.0,862,2,03/27/2026 20:45:35 +00:00,1,149
2026 BMW 2 Series,No,No,230i Coupe,B8G07525,48780.0000,48780.0000,8,0,,0,151
2026 BMW 4 Series,No,No,430i Coupe,BCW75818,56155.0,56155.0,4,7,04/21/2026 17:26:16 +00:00,3,151
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9290946,53185.0000,53185.0000,4,0,,1,153
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9294421,53785.0000,53785.0000,338,2,04/11/2026 11:46:15 +00:00,2,153
2026 BMW 8 Series,No,No,840i Gran Coupe,BCW76194,100025.0,100025.0,7,0,,0,154
2026 BMW 3 Series,No,No,330i Sedan,BFV95732,51025.0000,51025.0000,10,0,,0,154
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9294459,53785.0,53785.0,4,0,,0,154
2026 BMW 4 Series,No,No,430i Gran Coupe,BFV97325,56500.0,56500.0,5,4,04/22/2026 14:18:37 +00:00,2,154
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9294594,53785.0,53785.0,6,3,05/04/2026 16:51:14 +00:00,2,154
2026 BMW 3 Series,No,No,330i Sedan,BFV93919,49775.0,49775.0,8,17,05/03/2026 21:33:35 +00:00,5,154
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9294492,53185.0,53185.0,6,18,04/17/2026 17:30:48 +00:00,7,154
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5493103,47230.0000,47230.0000,9,0,,0,155
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5491381,48030.0000,48030.0000,161,0,,0,155
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5495802,46600.0,46600.0,16,6,03/14/2026 21:15:01 +00:00,0,155
2026 BMW 4 Series,No,No,430i Coupe,BCW73592,57300.0000,57300.0000,7,1,01/14/2026 07:07:25 +00:00,1,156
2026 MINI Countryman,No,No,S ALL4,M7U58712,42275.0,42275.0,2203,0,,1,156
2026 BMW 4 Series,No,No,430i Coupe,BCW68113,56380.0000,56380.0000,5,2,04/15/2026 10:28:35 +00:00,2,156
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5495652,45425.0,45425.0,8,16,04/29/2026 20:21:28 +00:00,5,156
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9294354,53785.0000,53785.0000,3837,0,,0,158
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9291283,52535.0000,52535.0000,5,8,05/01/2026 04:45:21 +00:00,9,158
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9285042,60735.0000,60735.0000,3707,0,,0,159
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9288528,56485.0,56485.0,5,1,11/29/2025 21:59:19 +00:00,0,159
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9291110,53785.0000,53785.0000,129,0,,0,159
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9290261,53185.0000,53185.0000,4627,0,,0,159
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9290644,56135.0000,56135.0000,1268,0,,0,159
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9290932,53185.0,53185.0,7,2,04/08/2026 16:39:45 +00:00,0,159
2026 BMW X5,No,No,xDrive50e Plug-In Hybrid,B9293587,83475.0,83475.0,6,3,03/28/2026 15:16:00 +00:00,1,159
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9290296,53785.0000,53785.0000,1896,0,,1,159
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9290276,53185.0000,53185.0000,4943,2,04/06/2026 12:19:06 +00:00,2,159
2026 BMW X5,No,No,M60i Sports Activity Vehicle,B9288397,99700.0,99700.0,5,4,04/14/2026 16:58:06 +00:00,3,159
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9291267,53185.0,53185.0,8,20,05/03/2026 21:57:42 +00:00,11,159
2026 BMW 3 Series,No,No,330i NA Sedan,B8G28937,56225.0000,56225.0000,6,0,,0,160
2026 BMW 3 Series,No,No,330i xDrive Sedan *Ltd Avail*,BFW35300,53700.0000,53700.0000,10,1,03/19/2026 09:50:40 +00:00,1,160
2026 BMW 4 Series,No,No,430i Convertible,BCX43167,69625.0,69625.0,6,0,,3,160
2026 BMW 4 Series,No,No,M440i Convertible,BCX46995,80925.0000,80925.0000,6,3,03/13/2026 19:05:08 +00:00,4,160
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9284758,56485.0,56485.0,5,0,,0,161
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9284361,55535.0,55535.0,6,0,,0,161
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9279937,0.0,0.0,4156,0,,0,161
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9279941,59035.0000,59035.0000,2814,0,,0,161
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9284094,56035.0000,56035.0000,6,0,,0,161
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9284614,55835.0,55835.0,2193,2,04/06/2026 03:19:37 +00:00,0,161
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9285072,60735.0,60735.0,5,0,,1,161
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9284639,60735.0000,60735.0000,2786,1,04/01/2026 22:06:47 +00:00,1,161
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9286991,60085.0000,60085.0000,591,1,12/28/2025 07:24:01 +00:00,2,161
2026 BMW 3 Series,No,No,330i Sedan,BFV91628,51875.0000,51875.0000,6,0,,0,162
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5481003,47430.0000,47430.0000,10,0,,0,162
2026 Bentley Continental GT,No,No,Azure,RC026253,393490.0,393490.0,23,0,,0,162
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5474042,50430.0,50430.0,1239,3,02/05/2026 18:43:25 +00:00,0,162
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5481132,48680.0,48680.0,11,2,05/06/2026 16:36:42 +00:00,1,162
2026 BMW 4 Series,No,No,430i Coupe,BCW72199,56650.0,56650.0,8,6,05/01/2026 14:37:03 +00:00,4,162
2026 BMW X3,Yes,No,30 xDrive Sports Activity Vehicle,B9284900,53185.0,53185.0,5,6,05/05/2026 22:03:40 +00:00,4,162
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9284936,60235.0,60235.0,5,0,,0,163
2026 BMW 8 Series,No,No,840i Convertible,BCW68013,109070.0,109070.0,6,0,,0,163
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5481459,48030.0000,48030.0000,8,0,,0,163
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9280193,77800.0,77800.0,6,1,04/25/2026 19:57:45 +00:00,1,163
2026 BMW 3 Series,No,No,330i Sedan,BFV89722,50875.0,50875.0,12,3,04/29/2026 15:59:05 +00:00,2,163
2026 BMW 3 Series,No,No,330i Sedan,BFV90320,51525.0000,51525.0000,5,0,,0,165
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5482954,48430.0000,48430.0000,7,0,,0,165
2026 BMW 3 Series,No,No,330i Sedan,BFV90115,51525.0,51525.0,8,1,02/06/2026 04:33:32 +00:00,0,165
2026 BMW 8 Series,No,No,840i xDrive Gran Coupe,BCW68008,103025.0000,103025.0000,8,1,02/24/2026 10:27:36 +00:00,1,165
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5481077,46780.0,46780.0,5,9,05/06/2026 17:13:10 +00:00,5,165
2026 Bentley Bentayga,No,No,,RC032501,410705.0000,410705.0000,27,1,04/16/2026 09:21:44 +00:00,5,165
2026 Bentley Flying Spur,No,No,Core,RC026058,302340.0,302340.0,25,0,,0,166
2026 BMW 3 Series,No,No,330i NA Sedan,B8G03973,50000.0,50000.0,5,5,02/17/2026 00:34:07 +00:00,0,168
2026 BMW 2 Series,No,No,230i Coupe,B8G05070,46655.0000,46655.0000,8,0,,0,168
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9281267,60735.0000,60735.0000,3259,0,,1,168
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9282396,71450.0,71450.0,1169,13,05/03/2026 23:48:50 +00:00,5,168
2026 BMW 3 Series,No,No,330i NA Sedan,B8G00338,54615.0000,54615.0000,8,0,,0,170
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9279529,59585.0000,59585.0000,6,0,,0,170
2026 BMW 2 Series,No,No,230i Coupe,B8G01241,51560.0,51560.0,8,6,03/27/2026 14:44:00 +00:00,0,170
2026 BMW 2 Series,No,No,230i Coupe,B8G02868,51260.0000,51260.0000,6,2,05/04/2026 18:58:09 +00:00,1,170
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9279634,60235.0,60235.0,8381,1,05/04/2026 14:54:28 +00:00,1,170
2026 BMW 3 Series,No,No,330i NA Sedan,B8G04658,50000.0,50000.0,9,9,04/01/2026 16:30:34 +00:00,2,170
2026 BMW 3 Series,No,No,330i NA Sedan,B8G00340,50600.0,50600.0,5,3,04/28/2026 03:00:55 +00:00,2,170
2026 BMW 3 Series,No,No,330i NA Sedan,B8G00516,54015.0,54015.0,4,3,03/27/2026 01:43:52 +00:00,3,170
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9276752,74300.0000,74300.0000,5143,0,,0,172
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9276555,78450.0,78450.0,6,0,,0,172
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9278868,55535.0,55535.0,4,1,02/26/2026 17:35:39 +00:00,0,172
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9270867,55485.0,55485.0,6,0,,0,173
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9274308,77050.0000,77050.0000,154,0,,0,173
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9276517,76300.0,76300.0,4,1,03/23/2026 20:46:06 +00:00,1,173
2026 MINI Hardtop 2 Door,No,No,Cooper FWD,M2X91794,33725.0,33725.0,8,0,,0,174
2026 BMW X5,No,No,xDrive50e Plug-In Hybrid,B9269838,84450.0000,84450.0000,8,0,,1,174
2026 BMW X5,No,No,xDrive50e Plug-In Hybrid,B9271676,85000.0,85000.0,6,4,04/09/2026 19:42:56 +00:00,2,174
2026 BMW 3 Series,No,No,330i Sedan,BFV85864,55825.0,55825.0,823,6,04/27/2026 14:36:08 +00:00,3,174
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5474994,50530.0000,50530.0000,2217,0,,0,176
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5476558,49230.0,49230.0,1604,2,04/24/2026 11:46:16 +00:00,0,176
2026 BMW 4 Series,No,No,430i Coupe,BCW65912,56155.0000,56155.0000,8,0,,0,176
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5476337,47280.0,47280.0,11,1,11/25/2025 21:32:33 +00:00,0,176
2026 BMW 8 Series,No,No,840i Convertible,BCW64162,109450.0000,109450.0000,6,0,,1,176
2026 BMW 4 Series,No,No,430i Coupe,BCW54975,57475.0,57475.0,6,1,03/01/2026 02:10:07 +00:00,2,176
2026 BMW 4 Series,No,No,430i Coupe,BCW62629,62725.0,62725.0,10,6,04/26/2026 19:00:00 +00:00,7,176
2026 MINI Countryman,No,No,S ALL4,M7U45400,42475.0,42475.0,20,1,02/06/2026 23:55:10 +00:00,0,180
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5457396,49330.0,49330.0,10,0,,0,181
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9260563,78450.0,78450.0,5,2,04/06/2026 15:13:53 +00:00,1,182
2026 MINI Countryman,No,No,S ALL4,M7U22226,0.0,0.0,51,1,01/02/2026 00:32:40 +00:00,1,182
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9255622,56175.0,56175.0,6,0,,0,183
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9255450,55275.0,55275.0,1811,0,,0,183
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9260864,78450.0,78450.0,6,2,03/25/2026 20:16:19 +00:00,1,183
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9314450,79675.0,79675.0,5,0,,0,186
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9317742,75000.0,75000.0,4,1,02/22/2026 02:02:12 +00:00,2,186
2026 BMW 5 Series,No,No,530i Sedan,BCX13390,64265.0000,64265.0000,6,1,03/16/2026 16:34:07 +00:00,1,187
2026 BMW i5,No,No,eDrive40 Sedan,BCX17466,76325.0000,76325.0000,8,2,04/13/2026 12:59:40 +00:00,2,187
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9243102,78450.0,78450.0,4,0,,0,188
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9241186,53555.0,53555.0,5,8,04/06/2026 01:07:23 +00:00,1,188
2026 BMW 2 Series,No,No,230i Coupe,B8F97711,46510.0,46510.0,9,6,04/22/2026 21:48:02 +00:00,3,189
2026 Bentley Continental GT,No,No,Speed,RC025384,416280.0,416280.0,36,0,,0,190
2026 Bentley Continental GT,No,No,Core,RC025462,336650.0000,336650.0000,33,0,,0,190
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5456940,48880.0,48880.0,8,2,03/03/2026 01:08:05 +00:00,0,190
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9235503,55605.0,55605.0,8,1,04/22/2026 23:14:36 +00:00,1,190
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9241325,53555.0,53555.0,5,9,02/28/2026 00:49:52 +00:00,2,190
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2X84416,41440.0,41440.0,5,0,,0,193
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2X88997,38025.0000,38025.0000,14,1,11/19/2025 19:13:29 +00:00,1,193
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9245102,60985.0000,60985.0000,6,0,,0,194
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9247814,54385.0,54385.0,8,8,04/24/2026 20:13:38 +00:00,4,194
2026 BMW 3 Series,No,No,330i NA Sedan,B8F93353,52465.0000,52465.0000,8,0,,0,195
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9242043,53555.0000,53555.0000,5,0,,0,195
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9237279,55305.0000,55305.0000,5531,0,,0,195
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9242142,54505.0000,54505.0000,6095,0,,0,195
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9241921,54505.0000,54505.0000,5,0,,0,195
2026 MINI Hardtop 4 Door,No,No,Cooper S FWD,M2X82145,38390.0,38390.0,13,1,11/06/2025 17:57:44 +00:00,0,195
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9239544,77450.0,77450.0,8,0,,0,195
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9233952,56255.0000,56255.0000,6,1,02/08/2026 19:15:59 +00:00,1,195
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9241849,53555.0,53555.0,5,3,01/26/2026 21:35:53 +00:00,1,196
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9244197,76650.0000,76650.0000,2662,1,04/02/2026 12:40:20 +00:00,1,196
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9241706,53555.0000,53555.0000,7,2,03/31/2026 20:41:56 +00:00,2,196
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9235456,55305.0,55305.0,1403,1,11/25/2025 14:48:28 +00:00,0,198
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9230204,54785.0000,54785.0000,181,3,04/29/2026 10:11:39 +00:00,3,198
2026 BMW X5,No,No,sDrive40i Sports Activity Vehicle,B9236349,81150.0000,81150.0000,5,2,04/04/2026 20:27:11 +00:00,4,198
2026 BMW X3,No,No,30 xDrive Sports Activity Vehicle,B9233308,0.0,0.0,5657,2,04/06/2026 14:39:01 +00:00,4,198
2026 BMW X1,No,No,xDrive28i Sports Activity Vehicle,B5453175,46350.0,46350.0,18,10,04/05/2026 21:40:10 +00:00,1,200
